emotion,centroid,spread,entropy,skew,kurt,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
1,2554.28235053236,13361889310.1534,4.98448482525528,34130042527505.3,8.71777768570142E+016,-181.289162730836,77.6669224956337,-40.0557487335529,28.5290990812506,16.0245314367591,-34.700601529648,-21.9363439009524,-22.7864396592148,-34.4591052454678,17.4831287389483,-54.4049584253372,10.4580635555079,-17.3634512670332,-5.81857646265311,7.19893039750042,-2.06000637657181,30.9022077204582,30.1756048883184,-6.26498418927364,17.2020741104518
1,2554.28235053236,13361889310.1534,4.98448482525528,34130042527505.3,8.71777768570142E+016,-181.289162730836,77.6669224956337,-40.0557487335529,28.5290990812506,16.0245314367591,-34.700601529648,-21.9363439009524,-22.7864396592148,-34.4591052454678,17.4831287389483,-54.4049584253372,10.4580635555079,-17.3634512670332,-5.81857646265311,7.19893039750042,-2.06000637657181,30.9022077204582,30.1756048883184,-6.26498418927364,17.2020741104518
1,2554.28235053236,13361889310.1534,4.98448482525528,34130042527505.3,8.71777768570142E+016,-181.289162730836,77.6669224956337,-40.0557487335529,28.5290990812506,16.0245314367591,-34.700601529648,-21.9363439009524,-22.7864396592148,-34.4591052454678,17.4831287389483,-54.4049584253372,10.4580635555079,-17.3634512670332,-5.81857646265311,7.19893039750042,-2.06000637657181,30.9022077204582,30.1756048883184,-6.26498418927364,17.2020741104518
1,2554.28235053236,13361889310.1534,4.98448482525528,34130042527505.3,8.71777768570142E+016,-181.289162730836,77.6669224956337,-40.0557487335529,28.5290990812506,16.0245314367591,-34.700601529648,-21.9363439009524,-22.7864396592148,-34.4591052454678,17.4831287389483,-54.4049584253372,10.4580635555079,-17.3634512670332,-5.81857646265311,7.19893039750042,-2.06000637657181,30.9022077204582,30.1756048883184,-6.26498418927364,17.2020741104518
1,2259.89520804361,10459389185.9893,4.5404094282859,23637117257017.9,5.34173940070457E+016,-168.314751497829,76.1162963030412,-25.4950472680788,25.2406065069913,14.6790242900047,-12.7358080530619,-18.7979096692654,-17.0416002970153,-18.6999142283646,-1.60454480099403,-34.3493812675966,0.739718852898115,-9.19784195208187,-7.88344779870557,-23.3061482995419,-20.1980562251015,-3.24831130110303,14.4756242284574,-2.28597719083963,27.6963166361272
1,2259.89520804361,10459389185.9893,4.5404094282859,23637117257017.9,5.34173940070457E+016,-168.314751497829,76.1162963030412,-25.4950472680788,25.2406065069913,14.6790242900047,-12.7358080530619,-18.7979096692654,-17.0416002970153,-18.6999142283646,-1.60454480099403,-34.3493812675966,0.739718852898115,-9.19784195208187,-7.88344779870557,-23.3061482995419,-20.1980562251015,-3.24831130110303,14.4756242284574,-2.28597719083963,27.6963166361272
1,2259.89520804361,10459389185.9893,4.5404094282859,23637117257017.9,5.34173940070457E+016,-168.314751497829,76.1162963030412,-25.4950472680788,25.2406065069913,14.6790242900047,-12.7358080530619,-18.7979096692654,-17.0416002970153,-18.6999142283646,-1.60454480099403,-34.3493812675966,0.739718852898115,-9.19784195208187,-7.88344779870557,-23.3061482995419,-20.1980562251015,-3.24831130110303,14.4756242284574,-2.28597719083963,27.6963166361272
1,2259.89520804361,10459389185.9893,4.5404094282859,23637117257017.9,5.34173940070457E+016,-168.314751497829,76.1162963030412,-25.4950472680788,25.2406065069913,14.6790242900047,-12.7358080530619,-18.7979096692654,-17.0416002970153,-18.6999142283646,-1.60454480099403,-34.3493812675966,0.739718852898115,-9.19784195208187,-7.88344779870557,-23.3061482995419,-20.1980562251015,-3.24831130110303,14.4756242284574,-2.28597719083963,27.6963166361272
1,2329.6225697871,11114780363.7717,5.4191082272612,25893237566505.8,6.03214579355485E+016,-110.082567162535,82.1234878003017,-61.6262259649543,11.3610321338092,3.32272000163324,-26.083528516351,-7.86153641820793,-29.7174657528125,-12.1766066596338,5.66147668533302,-40.9286959788784,0.6064459782091,-15.7355765583989,6.28123401961458,-9.07361499021257,12.2380223010661,23.0613926699992,27.137276049709,-1.27452686790583,5.31837210650995
1,2329.6225697871,11114780363.7717,5.4191082272612,25893237566505.8,6.03214579355485E+016,-110.082567162535,82.1234878003017,-61.6262259649543,11.3610321338092,3.32272000163324,-26.083528516351,-7.86153641820793,-29.7174657528125,-12.1766066596338,5.66147668533302,-40.9286959788784,0.6064459782091,-15.7355765583989,6.28123401961458,-9.07361499021257,12.2380223010661,23.0613926699992,27.137276049709,-1.27452686790583,5.31837210650995
