emotion,centroid,spread,entropy,skew,kurt,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
0,2045.27348729725,8567096582.83839,3.33158581724237,17522074370313.4,3.58374727892574E+016,-274.507286235891,99.2308166970149,-50.7439777257656,73.9711406267078,-2.47468161766267,-25.4889231431132,-14.5673392439566,-15.9439984385747,-14.8377712604407,6.05815862741313,-40.1650954609659,-29.3521794025381,11.1723449081819,-15.7660898255561,0.308967536835475,-9.558732600043,-0.782358783458514,24.4298214298986,22.9323394841024,15.4494648328189
0,2045.27348729725,8567096582.83839,3.33158581724237,17522074370313.4,3.58374727892574E+016,-274.507286235891,99.2308166970149,-50.7439777257656,73.9711406267078,-2.47468161766267,-25.4889231431132,-14.5673392439566,-15.9439984385747,-14.8377712604407,6.05815862741313,-40.1650954609659,-29.3521794025381,11.1723449081819,-15.7660898255561,0.308967536835475,-9.558732600043,-0.782358783458514,24.4298214298986,22.9323394841024,15.4494648328189
0,2045.27348729725,8567096582.83839,3.33158581724237,17522074370313.4,3.58374727892574E+016,-274.507286235891,99.2308166970149,-50.7439777257656,73.9711406267078,-2.47468161766267,-25.4889231431132,-14.5673392439566,-15.9439984385747,-14.8377712604407,6.05815862741313,-40.1650954609659,-29.3521794025381,11.1723449081819,-15.7660898255561,0.308967536835475,-9.558732600043,-0.782358783458514,24.4298214298986,22.9323394841024,15.4494648328189
0,2045.27348729725,8567096582.83839,3.33158581724237,17522074370313.4,3.58374727892574E+016,-274.507286235891,99.2308166970149,-50.7439777257656,73.9711406267078,-2.47468161766267,-25.4889231431132,-14.5673392439566,-15.9439984385747,-14.8377712604407,6.05815862741313,-40.1650954609659,-29.3521794025381,11.1723449081819,-15.7660898255561,0.308967536835475,-9.558732600043,-0.782358783458514,24.4298214298986,22.9323394841024,15.4494648328189
0,2137.77640493879,9359630262.61071,3.61995755405243,20008893412433.9,4.27747473922182E+016,-70.6102802600623,104.702849381947,-39.7681433667589,61.1629068285662,-20.9879876083523,5.55711597428728,-11.5309242687034,-7.14512259608144,-12.3231481857807,-0.701129502222247,-24.1346074140903,-20.2056575439264,3.05900361691298,-8.33635086063165,-4.74568686819217,1.85332893670022,3.47419461317391,17.8886587172331,13.0316916397394,3.68820754106774
0,2137.77640493879,9359630262.61071,3.61995755405243,20008893412433.9,4.27747473922182E+016,-70.6102802600623,104.702849381947,-39.7681433667589,61.1629068285662,-20.9879876083523,5.55711597428728,-11.5309242687034,-7.14512259608144,-12.3231481857807,-0.701129502222247,-24.1346074140903,-20.2056575439264,3.05900361691298,-8.33635086063165,-4.74568686819217,1.85332893670022,3.47419461317391,17.8886587172331,13.0316916397394,3.68820754106774
0,2137.77640493879,9359630262.61071,3.61995755405243,20008893412433.9,4.27747473922182E+016,-70.6102802600623,104.702849381947,-39.7681433667589,61.1629068285662,-20.9879876083523,5.55711597428728,-11.5309242687034,-7.14512259608144,-12.3231481857807,-0.701129502222247,-24.1346074140903,-20.2056575439264,3.05900361691298,-8.33635086063165,-4.74568686819217,1.85332893670022,3.47419461317391,17.8886587172331,13.0316916397394,3.68820754106774
0,2137.77640493879,9359630262.61071,3.61995755405243,20008893412433.9,4.27747473922182E+016,-70.6102802600623,104.702849381947,-39.7681433667589,61.1629068285662,-20.9879876083523,5.55711597428728,-11.5309242687034,-7.14512259608144,-12.3231481857807,-0.701129502222247,-24.1346074140903,-20.2056575439264,3.05900361691298,-8.33635086063165,-4.74568686819217,1.85332893670022,3.47419461317391,17.8886587172331,13.0316916397394,3.68820754106774
0,2008.79700352959,8264284718.61582,2.66278162162888,16601332086228.3,3.33488304567794E+016,-117.484935574126,123.894542110709,-48.7368646316193,80.2795416425448,-3.23027652134317,-21.5057222436027,-10.4515219191276,-4.21626435337692,-4.75406935179199,17.5756236260826,-39.3234257124706,-31.8750670718518,4.24893754492947,-15.2428154715377,1.411124678954,-8.31799020480822,-1.88756282782948,14.5279362820372,14.5829481747317,3.55460036321118
0,2008.79700352959,8264284718.61582,2.66278162162888,16601332086228.3,3.33488304567794E+016,-117.484935574126,123.894542110709,-48.7368646316193,80.2795416425448,-3.23027652134317,-21.5057222436027,-10.4515219191276,-4.21626435337692,-4.75406935179199,17.5756236260826,-39.3234257124706,-31.8750670718518,4.24893754492947,-15.2428154715377,1.411124678954,-8.31799020480822,-1.88756282782948,14.5279362820372,14.5829481747317,3.55460036321118
